"id_incidente","data_registro","tipo_incidente","volume_titulares","severidade_reputacional","canal_origem","regra_j48_weka","probabilidade_perda"
1141,"2025-08-28","Falha_Cookies",1365,10,"E-commerce","Baixo_Risco",0.43
1142,"2025-07-14","Vazamento_API",2540,6,"App_Mobile","Baixo_Risco",0.43
1143,"2034-06-21","Ausencia_Termos",5386,5,"E-commerce","Medio_Risco",0.63
1144,"2027-04-07","Falha_Cookies",5701,8,"Portal_Cliente","Medio_Risco",0.7
1145,"2028-02-14","Falha_Cookies",9142,6,"E-commerce","Medio_Risco",0.63
1146,"2031-01-18","Ausencia_Termos",9743,7,"E-commerce","Medio_Risco",0.53
1147,"2030-07-04","Vazamento_API",3371,9,"E-commerce","Alto_Risco_Sancao",0.96
1148,"2029-09-05","Falha_Cookies",2975,4,"E-commerce","Baixo_Risco",0.18
1149,"2025-06-21","Vazamento_API",2923,7,"App_Mobile","Alto_Risco_Sancao",0.93
1150,"2025-07-09","Vazamento_API",7226,9,"App_Mobile","Alto_Risco_Sancao",0.94
1151,"2033-08-04","Falha_Cookies",7880,6,"E-commerce","Medio_Risco",0.61
1152,"2034-03-16","Vazamento_API",6967,6,"Portal_Cliente","Medio_Risco",0.65
1153,"2028-11-21","Ausencia_Termos",9148,7,"Portal_Cliente","Medio_Risco",0.54
1154,"2037-03-15","Vazamento_API",4227,7,"Portal_Cliente","Alto_Risco_Sancao",0.77
1155,"2035-07-17","Vazamento_API",4148,9,"Portal_Cliente","Alto_Risco_Sancao",0.98
1156,"2032-02-22","Vazamento_API",2578,8,"Portal_Cliente","Alto_Risco_Sancao",0.75
1157,"2035-03-25","Ausencia_Termos",3405,4,"E-commerce","Baixo_Risco",0.22
1158,"2035-05-12","Vazamento_API",9635,8,"Portal_Cliente","Alto_Risco_Sancao",0.95
1159,"2025-07-03","Vazamento_API",9974,9,"E-commerce","Alto_Risco_Sancao",0.87
1160,"2031-10-09","Ausencia_Termos",4673,7,"App_Mobile","Baixo_Risco",0.45
1161,"2037-07-05","Falha_Cookies",2986,4,"Portal_Cliente","Baixo_Risco",0.22
1162,"2037-03-19","Falha_Cookies",8987,7,"E-commerce","Medio_Risco",0.64
1163,"2035-04-12","Falha_Cookies",4856,1,"E-commerce","Baixo_Risco",0.27
1164,"2026-04-16","Ausencia_Termos",7387,6,"App_Mobile","Medio_Risco",0.68
1165,"2026-02-01","Vazamento_API",8166,7,"E-commerce","Alto_Risco_Sancao",0.92
1166,"2032-11-05","Vazamento_API",6708,10,"E-commerce","Alto_Risco_Sancao",0.79
1167,"2038-05-19","Falha_Cookies",6488,8,"Portal_Cliente","Medio_Risco",0.74
1168,"2026-09-16","Falha_Cookies",255,9,"E-commerce","Baixo_Risco",0.4
1169,"2033-12-05","Vazamento_API",4040,10,"Portal_Cliente","Alto_Risco_Sancao",0.76
1170,"2036-12-16","Falha_Cookies",9767,6,"E-commerce","Medio_Risco",0.61
1171,"2034-01-25","Ausencia_Termos",619,2,"E-commerce","Baixo_Risco",0.46
1172,"2038-06-06","Ausencia_Termos",9225,4,"E-commerce","Baixo_Risco",0.19
1173,"2027-03-24","Vazamento_API",4670,10,"E-commerce","Alto_Risco_Sancao",0.86
1174,"2038-04-22","Ausencia_Termos",7847,4,"Portal_Cliente","Baixo_Risco",0.2
1175,"2037-06-07","Vazamento_API",6176,10,"E-commerce","Alto_Risco_Sancao",0.96
1176,"2033-06-08","Ausencia_Termos",2304,10,"E-commerce","Baixo_Risco",0.45
1177,"2030-08-30","Falha_Cookies",2138,5,"E-commerce","Baixo_Risco",0.32
1178,"2026-05-18","Vazamento_API",5361,7,"E-commerce","Alto_Risco_Sancao",0.9
1179,"2034-10-14","Vazamento_API",6883,9,"E-commerce","Alto_Risco_Sancao",0.78
1180,"2034-05-28","Vazamento_API",6654,9,"App_Mobile","Alto_Risco_Sancao",0.75
1181,"2026-03-02","Falha_Cookies",7777,3,"E-commerce","Baixo_Risco",0.18
1182,"2034-02-16","Falha_Cookies",8892,5,"Portal_Cliente","Medio_Risco",0.67
1183,"2025-05-27","Falha_Cookies",6401,6,"E-commerce","Medio_Risco",0.68
1184,"2036-08-22","Vazamento_API",5501,10,"E-commerce","Alto_Risco_Sancao",0.79
1185,"2034-06-27","Ausencia_Termos",4738,5,"Portal_Cliente","Baixo_Risco",0.45
1186,"2030-07-08","Vazamento_API",7772,7,"App_Mobile","Alto_Risco_Sancao",0.8
1187,"2033-05-12","Vazamento_API",5446,7,"E-commerce","Alto_Risco_Sancao",0.88
1188,"2027-01-15","Vazamento_API",4153,10,"Portal_Cliente","Alto_Risco_Sancao",0.97
1189,"2037-04-08","Vazamento_API",3946,8,"E-commerce","Alto_Risco_Sancao",0.77
1190,"2026-09-21","Ausencia_Termos",8374,6,"App_Mobile","Medio_Risco",0.5
1191,"2034-11-23","Vazamento_API",6483,8,"App_Mobile","Alto_Risco_Sancao",0.92
1192,"2037-10-21","Falha_Cookies",9509,7,"E-commerce","Medio_Risco",0.6
1193,"2031-12-27","Ausencia_Termos",5661,9,"Portal_Cliente","Medio_Risco",0.69
1194,"2035-03-26","Ausencia_Termos",8455,6,"Portal_Cliente","Medio_Risco",0.66
1195,"2031-06-18","Vazamento_API",5353,8,"E-commerce","Alto_Risco_Sancao",0.96
1196,"2028-12-19","Vazamento_API",6102,9,"Portal_Cliente","Alto_Risco_Sancao",0.87
1197,"2032-11-25","Vazamento_API",3090,10,"App_Mobile","Alto_Risco_Sancao",0.79
1198,"2033-07-20","Falha_Cookies",7599,6,"Portal_Cliente","Medio_Risco",0.61
1199,"2030-12-03","Ausencia_Termos",8452,8,"E-commerce","Medio_Risco",0.56
1200,"2033-03-09","Ausencia_Termos",6469,4,"E-commerce","Baixo_Risco",0.14
1201,"2036-07-11","Falha_Cookies",8686,7,"App_Mobile","Medio_Risco",0.56
1202,"2025-04-04","Vazamento_API",5663,9,"E-commerce","Alto_Risco_Sancao",0.94
1203,"2036-01-02","Falha_Cookies",1687,7,"App_Mobile","Baixo_Risco",0.14
1204,"2035-02-08","Vazamento_API",2914,7,"App_Mobile","Alto_Risco_Sancao",0.95
1205,"2025-12-05","Vazamento_API",3827,9,"E-commerce","Alto_Risco_Sancao",0.78
1206,"2031-02-19","Ausencia_Termos",8760,6,"E-commerce","Medio_Risco",0.57
1207,"2032-02-14","Falha_Cookies",4657,8,"E-commerce","Baixo_Risco",0.38
1208,"2031-06-07","Falha_Cookies",7698,3,"E-commerce","Baixo_Risco",0.21
1209,"2026-11-15","Ausencia_Termos",793,7,"E-commerce","Baixo_Risco",0.06
1210,"2029-11-21","Vazamento_API",9374,8,"Portal_Cliente","Alto_Risco_Sancao",0.92
1211,"2029-06-22","Falha_Cookies",8278,9,"E-commerce","Medio_Risco",0.66
1212,"2035-02-28","Falha_Cookies",9608,1,"E-commerce","Baixo_Risco",0.41
1213,"2038-07-28","Falha_Cookies",9371,3,"Portal_Cliente","Baixo_Risco",0.13
1214,"2028-01-05","Vazamento_API",7152,9,"Portal_Cliente","Alto_Risco_Sancao",0.89
1215,"2032-04-30","Falha_Cookies",7089,9,"E-commerce","Medio_Risco",0.53
1216,"2035-03-28","Ausencia_Termos",1110,4,"Portal_Cliente","Baixo_Risco",0.41
1217,"2033-05-21","Falha_Cookies",7033,2,"E-commerce","Baixo_Risco",0.45
1218,"2036-06-29","Ausencia_Termos",1009,5,"Portal_Cliente","Baixo_Risco",0.41
1219,"2030-09-08","Ausencia_Termos",6293,10,"App_Mobile","Medio_Risco",0.54
1220,"2037-06-01","Ausencia_Termos",4085,9,"Portal_Cliente","Baixo_Risco",0.16
1221,"2033-08-18","Falha_Cookies",5019,4,"Portal_Cliente","Baixo_Risco",0.3
1222,"2036-09-20","Vazamento_API",9766,7,"App_Mobile","Alto_Risco_Sancao",0.96
1223,"2025-07-30","Falha_Cookies",7399,9,"Portal_Cliente","Medio_Risco",0.55
1224,"2025-06-03","Vazamento_API",3153,7,"Portal_Cliente","Alto_Risco_Sancao",0.95
1225,"2034-06-12","Vazamento_API",5047,8,"E-commerce","Alto_Risco_Sancao",0.77
1226,"2028-01-21","Falha_Cookies",8237,5,"App_Mobile","Medio_Risco",0.72
1227,"2026-10-07","Vazamento_API",3887,7,"Portal_Cliente","Alto_Risco_Sancao",0.91
1228,"2031-10-23","Ausencia_Termos",7186,4,"Portal_Cliente","Baixo_Risco",0.1
1229,"2031-02-23","Falha_Cookies",8184,2,"E-commerce","Baixo_Risco",0.36
1230,"2033-04-13","Falha_Cookies",6501,5,"Portal_Cliente","Medio_Risco",0.66
1231,"2026-03-01","Falha_Cookies",2871,2,"E-commerce","Baixo_Risco",0.32
1232,"2031-08-20","Vazamento_API",7279,6,"Portal_Cliente","Medio_Risco",0.66
1233,"2028-01-12","Vazamento_API",5625,10,"E-commerce","Alto_Risco_Sancao",0.91
1234,"2029-07-12","Ausencia_Termos",5686,5,"E-commerce","Medio_Risco",0.72
1235,"2038-08-29","Vazamento_API",2868,9,"Portal_Cliente","Alto_Risco_Sancao",0.81
1236,"2027-11-12","Falha_Cookies",9769,3,"E-commerce","Baixo_Risco",0.07
1237,"2028-07-30","Ausencia_Termos",1828,4,"Portal_Cliente","Baixo_Risco",0.15
1238,"2026-06-17","Vazamento_API",8854,8,"Portal_Cliente","Alto_Risco_Sancao",0.82
1239,"2027-07-29","Falha_Cookies",3268,6,"Portal_Cliente","Baixo_Risco",0.16
1240,"2029-04-08","Vazamento_API",7522,8,"E-commerce","Alto_Risco_Sancao",0.77
1241,"2035-01-26","Falha_Cookies",7619,3,"Portal_Cliente","Baixo_Risco",0.28
1242,"2028-01-01","Vazamento_API",4242,6,"Portal_Cliente","Baixo_Risco",0.29
1243,"2029-10-12","Vazamento_API",5011,9,"App_Mobile","Alto_Risco_Sancao",0.87
1244,"2027-04-04","Vazamento_API",3931,9,"App_Mobile","Alto_Risco_Sancao",0.83
1245,"2037-05-11","Falha_Cookies",4107,1,"E-commerce","Baixo_Risco",0.37
1246,"2025-05-20","Falha_Cookies",5758,5,"Portal_Cliente","Medio_Risco",0.73
1247,"2036-07-13","Ausencia_Termos",6442,7,"E-commerce","Medio_Risco",0.72
1248,"2037-04-05","Vazamento_API",5312,9,"Portal_Cliente","Alto_Risco_Sancao",0.82
1249,"2033-08-25","Falha_Cookies",8502,9,"E-commerce","Medio_Risco",0.55
1250,"2036-07-04","Vazamento_API",5794,8,"App_Mobile","Alto_Risco_Sancao",0.79
1251,"2038-07-09","Falha_Cookies",6650,3,"App_Mobile","Baixo_Risco",0.15
1252,"2026-05-18","Vazamento_API",4916,7,"E-commerce","Alto_Risco_Sancao",0.85
1253,"2033-07-04","Ausencia_Termos",8265,5,"Portal_Cliente","Medio_Risco",0.51
1254,"2027-08-11","Falha_Cookies",205,1,"Portal_Cliente","Baixo_Risco",0.09
1255,"2031-02-15","Falha_Cookies",7519,1,"Portal_Cliente","Baixo_Risco",0.26
1256,"2027-03-01","Falha_Cookies",2631,5,"E-commerce","Baixo_Risco",0.46
1257,"2034-05-26","Vazamento_API",4293,7,"E-commerce","Alto_Risco_Sancao",0.86
1258,"2026-02-14","Vazamento_API",8204,9,"Portal_Cliente","Alto_Risco_Sancao",0.76
1259,"2030-10-16","Falha_Cookies",6007,1,"E-commerce","Baixo_Risco",0.31
1260,"2029-11-19","Ausencia_Termos",8651,2,"Portal_Cliente","Baixo_Risco",0.17
1261,"2027-12-08","Vazamento_API",8403,8,"E-commerce","Alto_Risco_Sancao",0.86
1262,"2032-07-24","Falha_Cookies",7672,2,"E-commerce","Baixo_Risco",0.1
1263,"2025-03-27","Falha_Cookies",2470,7,"Portal_Cliente","Baixo_Risco",0.44
1264,"2036-09-07","Ausencia_Termos",7114,7,"Portal_Cliente","Medio_Risco",0.7
1265,"2035-12-12","Vazamento_API",6972,6,"Portal_Cliente","Medio_Risco",0.57
1266,"2031-04-17","Vazamento_API",6293,8,"Portal_Cliente","Alto_Risco_Sancao",0.93
1267,"2034-02-08","Falha_Cookies",6789,7,"Portal_Cliente","Medio_Risco",0.64
1268,"2029-06-05","Vazamento_API",8957,7,"Portal_Cliente","Alto_Risco_Sancao",0.84
1269,"2030-06-07","Falha_Cookies",8418,1,"E-commerce","Baixo_Risco",0.29
1270,"2034-06-16","Ausencia_Termos",5915,7,"E-commerce","Medio_Risco",0.71
1271,"2035-06-07","Ausencia_Termos",284,4,"Portal_Cliente","Baixo_Risco",0.24
1272,"2036-08-01","Falha_Cookies",1659,9,"E-commerce","Baixo_Risco",0.16
1273,"2030-02-15","Falha_Cookies",8012,10,"Portal_Cliente","Medio_Risco",0.64
1274,"2027-01-09","Falha_Cookies",4645,8,"Portal_Cliente","Baixo_Risco",0.42
1275,"2030-05-06","Falha_Cookies",6084,3,"E-commerce","Baixo_Risco",0.27
1276,"2025-12-29","Falha_Cookies",8224,2,"Portal_Cliente","Baixo_Risco",0.15
1277,"2029-03-11","Vazamento_API",3566,10,"Portal_Cliente","Alto_Risco_Sancao",0.95
1278,"2031-02-22","Falha_Cookies",6914,6,"E-commerce","Medio_Risco",0.59
1279,"2036-12-02","Falha_Cookies",8320,3,"E-commerce","Baixo_Risco",0.42
1280,"2031-07-14","Vazamento_API",9378,8,"E-commerce","Alto_Risco_Sancao",0.96
1281,"2029-03-14","Falha_Cookies",3684,3,"App_Mobile","Baixo_Risco",0.16
1282,"2029-12-28","Falha_Cookies",6233,3,"E-commerce","Baixo_Risco",0.15
1283,"2037-01-20","Vazamento_API",4545,9,"App_Mobile","Alto_Risco_Sancao",0.92
1284,"2036-02-06","Falha_Cookies",189,9,"App_Mobile","Baixo_Risco",0.3
1285,"2030-11-08","Falha_Cookies",7778,8,"App_Mobile","Medio_Risco",0.7
1286,"2026-04-06","Vazamento_API",7476,7,"E-commerce","Alto_Risco_Sancao",0.8
1287,"2037-04-06","Falha_Cookies",8408,1,"E-commerce","Baixo_Risco",0.14
1288,"2025-12-17","Falha_Cookies",355,5,"E-commerce","Baixo_Risco",0.18
1289,"2026-01-12","Ausencia_Termos",9565,6,"E-commerce","Medio_Risco",0.67
1290,"2030-05-30","Vazamento_API",3148,7,"E-commerce","Alto_Risco_Sancao",0.82
1291,"2032-02-02","Falha_Cookies",5479,9,"App_Mobile","Medio_Risco",0.5
1292,"2032-02-08","Ausencia_Termos",8165,6,"Portal_Cliente","Medio_Risco",0.57
1293,"2031-03-19","Vazamento_API",5565,7,"Portal_Cliente","Alto_Risco_Sancao",0.86
1294,"2036-12-11","Ausencia_Termos",3996,6,"Portal_Cliente","Baixo_Risco",0.36
